video_id,title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment
v=h-wwyj701hY,18 DECOR DIYs THAT'LL TURN YOUR ROOM INTO A MAGICAL FREAKING OASIS,1095,746,882125,66,12,1,10,0,4,5.5,1,1,0.5
v=lk52wq0Cw9A,13 EASY WAYS TO OPEN ALMOST EVERYTHING,1095,395,365657,38,7,0,6,0,1,5.428571428571429,1,1,0.2166666666666666
v=yBAofrxvb0Q,28 BRILLIANTLY EASY WAYS TO RESTORE DAMAGED THINGS,1095,900,5483656,50,8,0,7,0,1,6.25,1,1,0.4333333333333333
v=a8sjNQaiOCE,34 PRICELESS TIPS TO HELP YOU ALL AROUND YOUR HOUSE,1095,1080,2084621,51,10,0,9,0,4,5.1,1,1,1.0
v=84GYhZlWQzI,16 NEW SECRET PHONE FEATURES AND DIYs YOU WON'T BE ABLE TO LIVE WITHOUT,1095,827,22067281,71,14,1,12,0,5,5.071428571428571,1,1,0.0931818181818181
v=KbKqCspn0-0,35 INSANE LIFE HACKS YOU SHOULD DARE TO TRY,1095,1080,3886806,43,9,0,8,0,3,4.777777777777778,1,1,-1.0
v=cEWcLc-gmGM,28 TRAVEL HACKS YOU'D WISH YOU KNEW ABOUT SOONER,1095,1080,1076938,48,9,1,8,0,3,5.333333333333333,1,1,0.0
v=8E6EPDiFIOo,12 FATAL RELATIONSHIP MISTAKES WE ALL MAKE,1095,899,140958,42,7,0,6,0,2,6.0,1,1,0.0
v=9sOn3YtUUFA,37 EFFECTIVE HACKS FOR ALL OCCASIONS,1095,1140,10248648,36,6,0,5,0,2,6.0,1,1,0.6
v=1ABCGFBlPoM,22 COOL HACKS TO MAKE YOUR LIFE HASSLE-FREE,1095,1380,400602,43,8,1,7,0,2,5.375,1,1,0.35
v=Q-N_ym1pwrk,18 PRICELESS BEAUTY TIPS TO USE AT HOME,1095,960,157659,39,8,0,7,0,2,4.875,1,1,1.0
v=_9UHe6rqNW4,19 AWESOME AND SIMPLE WAYS TO REPURPOSE OLD CLOTHES,1095,960,2390666,51,9,0,8,0,2,5.666666666666667,1,1,0.3666666666666667
v=iO5tMSH6pMU,28 CLEANING HACKS YOU'LL ACTUALLY WANT TO TRY,1095,882,1621907,45,8,1,7,0,2,5.625,1,1,0.0
v=3GBwcomqnhE,14 SURPRISING THINGS YOUR BODY SAYS ABOUT YOU,1095,1140,3253850,45,8,0,7,0,3,5.625,1,1,0.7
v=b5L46G9bl8A,15 SPOOKY DIY HALLOWEEN CRAFTS,1460,513,8061516,30,5,0,4,0,0,6.0,1,1,0.0
v=hIibzOEgTzI,30 GENIUS SCHOOL HACKS YOU'D WISH YOU'VE KNOWN SOONER,1460,1020,5825765,53,9,2,8,0,2,5.888888888888889,1,1,0.0
v=INg7g5gGkeE,18 FACTS ABOUT EARTH THEY DIDN'T TEACH YOU AT SCHOOL,1460,1020,779606,52,10,1,9,0,5,5.2,1,1,0.0
v=y2ZhgmR7XwA,22 BRILLIANT IDEAS FOR YOUR BATHROOM YOU'LL WANT TO TRY IMMEDIATELY,1460,861,3312285,67,11,1,10,0,4,6.090909090909091,1,1,0.9
v=AVSbdsFkiME,36 TOTALLY CRAZY HACKS YOU MUST KNOW,1460,1200,25163446,36,7,0,6,0,1,5.142857142857143,1,1,-0.6
v=VOKzE9hhbQU,17 TIPS TO FIND THE PERFECT CLOTHES FOR YOUR BODY TYPE,1460,960,163817,54,11,0,10,0,4,4.909090909090909,1,1,1.0
v=0LfitqFwVh0,15 AWESOME CRAFTING LIFE HACKS,1460,714,13578801,30,5,0,4,0,0,6.0,1,1,1.0
v=MOtVBvKPlVg,38 HILARIOUS PRANKS AND CRAFTS || GIANT LAY'S CHIPS,1460,1140,28783513,51,9,3,7,0,1,5.666666666666667,1,1,0.25
v=qunJK8kX5uE,23 SUPERB BETS YOU'LL ALWAYS WIN,1460,810,679697,32,6,1,5,0,1,5.333333333333333,1,1,0.9
v=tGKUNS2lfRQ,17 SECRETS ABOUT VIRAL BEAUTY HACKS EVERYONE NEEDS TO KNOW,1460,960,920154,58,10,0,9,0,2,5.8,1,1,0.0
v=2aiMgdKcY6w,33 RIDICULOUS HACKS THAT WENT VIRAL,1460,960,1693673,35,6,0,5,0,1,5.833333333333333,1,1,-0.3333333333333333
v=qzSevUaOcfw,16 CRAZY EFFECTIVE WORKOUTS TO GET YOUR DREAM BODY IN TWO WEEKS,1460,1080,155739,63,12,0,11,0,3,5.25,1,1,0.0
v=sY9RpI2WOGY,32 EASY TRICKS IF YOU'RE TOO LAZY TO CLEAN,1460,900,652567,42,9,1,8,0,4,4.666666666666667,1,1,0.1833333333333333
v=Myd7ekz0kUw,40 HACKS TO MAKE YOUR LIFE EASIER,1460,1140,8662464,33,7,0,6,0,2,4.714285714285714,1,1,0.0
v=bw47UpiiMHc,11 DIFFERENCES BETWEEN CAT AND DOG OWNERS,1460,1020,104355,41,7,0,6,0,2,5.857142857142857,1,1,0.0
v=-Hc0ovcw7D4,12 BRILLIANT THINGS YOU CAN DO WITH YOUR DEVICES,1460,590,2355960,48,9,0,8,0,5,5.333333333333333,1,1,0.9
v=NXcjcMkEk9Q,21 GREAT DIY IDEAS FOR YOUR HOME,1460,900,1478540,32,7,0,6,0,2,4.571428571428571,1,1,0.8
v=HwsfVneeigM,20 TOP TIPS AND DIYs FROM EXPERIENCED DRIVERS,1460,900,6822865,45,8,0,6,0,2,5.625,1,1,0.65
v=VGMDTMinsD4,31 CLEVER STATIONERY HACKS TO MAKE YOUR LIFE EASIER,1460,650,1411090,51,9,0,8,0,2,5.666666666666667,1,1,0.1666666666666666
v=I_DFHNiUHuQ,30 GROUNDBREAKING HACKS TO IMPROVE YOUR LIFE,1460,1080,2343407,44,7,0,6,0,2,6.285714285714286,1,1,0.0
v=NH2YiixX-qY,26 TIPS EVERYONE MUST KNOW,1460,900,533218,26,5,0,4,0,0,5.2,1,1,0.0
v=VUoLkf0FSoA,30 BEST TIPS FOR A SMOOTH DATE,1460,1140,4288526,30,7,0,6,0,2,4.285714285714286,1,1,0.7
v=hmDhf_abZBc,20 EASY OFFICE CRAFTS TO MAKE YOUR WORKDAY SO MUCH BETTER,1460,960,2127392,57,11,0,10,0,3,5.181818181818182,1,1,0.4666666666666667
v=AtrPWpT6q-U,25 FOODS YOU'RE EATING WRONG,1460,1020,8371884,28,5,1,4,0,1,5.6,1,1,-0.5
v=YsUIJM6h334,20 FABULOUS HACKS TO MAKE YOUR SHOES FIT AND LOOK PERFECT,1460,960,2938117,57,11,0,10,0,3,5.181818181818182,1,1,0.6
v=LrPld7f9QBg,36 LIFE HACKS THAT WILL CHANGE YOUR LIFE FOREVER,1460,1140,6823242,48,9,0,8,0,3,5.333333333333333,1,1,0.0
v=0jq4bCvpOI4,20 HEALTHY HABITS YOU MUST ADOPT ASAP,1460,900,137896,37,7,0,6,0,1,5.285714285714286,1,1,0.5
v=paU-Xjlhwek,36 LITTLE TRICKS YOU'D WISH YOU KNEW YESTERDAY,1460,1200,5116779,46,8,1,7,0,2,5.75,1,1,-0.1875
v=LrmP4I4dWRY,25 MOST SATISFYING DIYs AND HACKS YOU'VE EVER SEEN ONLINE,1460,899,3554023,57,10,1,8,0,3,5.7,1,1,0.5
v=NUs-0OxTLF0,18 AMAZING HAIR TIPS FOR EVERY TYPE OF HAIR,1460,900,2155924,43,9,0,8,0,2,4.777777777777778,1,1,0.6000000000000001
v=CYH_HnGCWek,35 HACKS YOU HAVE TO TRY AT LEAST ONCE IN YOUR LIFE,1460,896,756342,51,12,0,11,0,7,4.25,1,1,-0.3
v=yKbxznXoGv8,25 NATURAL DIY BEAUTY TIPS THAT WORK MAGIC,1460,1020,1047099,42,8,0,7,0,1,5.25,1,1,0.3
v=DX9tX-JjBNw,27 LIFE HACKS THAT CAN HELP YOU SURVIVE,1460,899,1821405,39,8,0,7,0,3,4.875,1,1,0.0
v=UAlpGMDhGxw,25 SIMPLE THINGS THAT MOST OF US KEEP DOING WRONG,1460,899,3893266,49,10,0,9,0,4,4.9,1,1,0.0
v=VI-dRDRfUd8,36 EVERYDAY HACKS YOU NEED TO TRY,1460,1020,1978084,33,7,0,6,0,2,4.714285714285714,1,1,-0.2
v=Lch72M7J4PM,10 ASTONISHING BODY FACTS YOU DEFINITELY DIDN'T KNOW,1460,1020,151147,52,8,1,7,0,2,6.5,1,1,0.25
v=B4bAcOuOOxo,18 INSANELY CLEVER AND EASY TRICKS FOR YOUR PLANTS,1460,900,365713,50,9,0,8,0,3,5.555555555555555,1,1,0.3
v=dyfg-6vNsIM,30 ALL-TIME BEST LIFE HACKS THAT'LL CHANGE YOUR LIFE,1460,1140,770447,52,9,2,8,0,2,5.777777777777778,1,1,1.0
v=wxZKnstDTaY,20 AMAZING CLOTHING HACKS YOU DIDN'T KNOW ABOUT,1460,900,630007,47,8,1,7,0,3,5.875,1,1,0.6000000000000001
v=O61hi8ox6sQ,18 BEAUTY TIPS YOU CAN'T MISS,1460,900,1025653,29,6,1,5,0,1,4.833333333333333,1,1,0.0
v=-vL7cZ_Yygo,21 COOL AND FUNNY HACKS AND PRANKS,1460,1020,7774328,34,7,0,6,0,2,4.857142857142857,1,1,0.3
v=vB-xV8NS1uU,25 COMMON STEREOTYPES ABOUT MEN AND WOMEN,1460,1140,438443,41,7,0,6,0,2,5.857142857142857,1,1,-0.3
v=7-8fZMQPKfU,32 SUPER SMART WAYS TO STORE ALMOST EVERYTHING,1460,900,3572875,46,8,0,7,0,1,5.75,1,1,0.2738095238095238
v=2f0VjEnpuZA,40 TOTALLY CRAZY GLUE GUN HACKS,1460,1080,3280669,31,6,0,5,0,0,5.166666666666667,1,1,-0.6
v=gf7bFn-WLDc,24 SLICE HACKS THAT'LL TURN YOU INTO A COOKING GURU,1460,859,604727,51,10,1,9,0,4,5.1,1,1,0.0
v=RA4DQKIuNc4,28 TECH HACKS THAT'LL SAVE YOUR MONEY,1460,960,2135784,37,7,1,6,0,2,5.285714285714286,1,1,0.0
v=BogDGbjcAX8,16 RANDOM FACTS ABOUT YOU PROBABLY DIDN'T KNOW,1460,1020,557088,46,8,1,7,0,3,5.75,1,1,-0.5
v=x5sVVNMjkQA,22 COOL PEN AND PENCIL HACKS YOU MUST SEE,1460,898,5546861,41,9,0,8,0,2,4.555555555555555,1,1,0.35
v=lAfcQaxhLsg,100 MOST HELPFUL LIFE HACKS YOU'VE EVER SEEN,1460,3840,6792496,44,8,1,7,0,2,5.5,1,1,0.5
v=OMegtpJpwGU,15 WEIRD TIPS THAT CAN ACTUALLY HELP YOU BECOME MORE BEAUTIFUL,1460,900,326749,62,11,0,10,0,4,5.636363636363637,1,1,0.2125
v=-gxFeLri8W8,18 COOLEST THINGS TO DO WHEN YOU ARE BORED,1460,960,3000524,42,9,0,8,0,5,4.666666666666667,1,1,-0.5
v=jdARIR5LtPE,16 STRESS HACKS THAT WILL ACTUALLY CHANGE YOUR LIFE,1460,900,3758012,51,9,0,8,0,3,5.666666666666667,1,1,0.0
v=XGHDiM0j3c8,14 WAYS TO STIMULATE YOUR BRAIN,1460,900,211680,31,6,0,5,0,2,5.166666666666667,1,1,0.0
v=MzsZq2e6m0Y,13 MOST AMAZING PAINTING TRICKS EVERYONE SHOULD TRY,1460,1020,883295,51,8,0,7,0,2,6.375,1,1,0.55
v=N3iNPKpAwTY,20 BRILLIANT IDEAS THAT WILL MAKE YOUR LIFE EASIER,1460,1140,1588234,50,9,0,8,0,3,5.555555555555555,1,1,0.9
v=1ajOULlBF-g,11 FACTS YOUR BODY SAYS ABOUT YOUR HEALTH AND PERSONALITY,1460,1020,1538888,57,10,0,9,0,4,5.7,1,1,0.0
v=Q09bPLM7vQg,25 LIFE HACKS THAT ARE DOWNRIGHT CRAZY,1460,960,1830700,38,7,0,6,0,2,5.428571428571429,1,1,-0.6
v=_GkEnbjUufI,15 CHEAP DIY WAYS TO UPGRADE YOUR WARDROBE,1460,900,22829682,42,8,0,7,0,2,5.25,1,1,0.4
v=Fz4TWRjyXu0,"12 GREAT WORKOUTS FOR A HEALTHY, TONED BODY",1460,1020,193083,43,8,1,7,0,2,5.375,1,1,0.65
v=zvRrYICUoK4,9 BEST TIPS FOR YOUR HAIR TO LOOK STUNNING AND VOLUMINOUS,1460,1020,7967439,57,11,0,10,0,4,5.181818181818182,1,1,0.75
v=rWiarQ4evZg,40 UNUSUAL YET GENIUS USES FOR ORDINARY THINGS,1460,1140,1047134,46,8,0,7,0,1,5.75,1,1,-0.0249999999999999
v=yHIto6JMfik,15 MYSTERY RIDDLES ONLY THE SMARTEST 5% CAN SOLVE,1460,740,343288,49,9,1,7,0,3,5.444444444444445,1,1,0.0
v=ocjP5ZAnmBw,17 SIMPLE WATER TRICKS TO AMAZE YOUR FRIENDS,1460,615,687229,44,8,0,7,0,2,5.5,1,1,0.0
v=STv0MSpiJGc,20 AWESOME WAYS TO USE OLD TOYS,1460,900,4585004,31,7,0,6,0,1,4.428571428571429,1,1,0.55
v=6pHnE2dmm7U,13 EASY EXERCISES FOR SVELTE LEGS,1460,900,134666,33,6,0,5,0,1,5.5,1,1,0.4333333333333333
v=Qz9qaVFIrwU,20 HACKS EVERY GIRL SHOULD KNOW || PERIOD HACKS,1460,1140,1510864,47,9,2,7,0,1,5.222222222222222,1,1,0.0
v=Wd2tXKfBVUU,28 UTTERLY USEFUL HACKS EVERYONE NEEDS TO KNOW,1460,960,1260857,46,8,0,7,0,1,5.75,1,1,0.3
v=L-KT36lpdpg,14 INSANELY EFFECTIVE BEDTIME HACKS,1460,900,481428,35,5,0,4,0,0,7.0,1,1,0.6
v=M78uTztj5dQ,20 COOL CLEANING TRICKS || SPONGE HACKS,1460,605,1913209,39,7,2,5,0,0,5.571428571428571,1,1,0.35
v=JUREQrThsJc,22 PRICELESS CLOTHING HACKS EVERYONE SHOULD KNOW,1460,900,9804975,48,7,0,6,0,1,6.857142857142857,1,1,1.0
v=3lvpdu0WHc4,16 AWESOME FACTS ABOUT MILKY WAY PLANETS,1460,900,370714,40,7,0,6,0,1,5.714285714285714,1,1,1.0
v=_JdBY5bp_vU,24 EASY AND COOL CRAFTS AND DIYs FOR THE WHOLE FAMILY,1460,960,6014247,53,11,0,9,0,4,4.818181818181818,1,1,0.3277777777777778
v=Lc2bb6Es72M,18 CRAFTING HACKS FOR YOUR PHONE,1460,900,4526029,32,6,0,5,0,2,5.333333333333333,1,1,0.0
v=0Qj42dqN32w,14 PSYCHOLOGICAL STUDIES EVERY PARENT SHOULD KNOW ABOUT,1460,1020,84551,55,8,0,7,0,2,6.875,1,1,0.0
v=jvFgF2bXp_s,24 UNEXPECTEDLY GENIUS HACKS TO MAKE YOUR LIFE EASIER,1460,1020,921131,53,9,0,8,0,2,5.888888888888889,1,1,0.1
v=La3EWG5r5rQ,25 PLASTIC BOTTLE HACKS AND DIYs,1460,960,6200718,32,6,0,4,0,1,5.333333333333333,1,1,0.0
v=_9uLAKxlqxk,14 SECRET FACTS ABOUT MEN AND WOMEN,1460,960,19558306,35,7,0,6,0,2,5.0,1,1,-0.4
v=xc7DrFWnw7E,10 EASY PET CRAFTS YOU'D ACTUALLY LOVE TO MAKE,1460,350,2973988,46,9,1,8,0,2,5.111111111111111,1,1,0.4666666666666667
v=k0njMIBYQD4,23 TOTALLY AWESOME SCHOOL PRANKS AND HACKS,1460,900,1309159,42,7,0,6,0,1,6.0,1,1,1.0
v=rttsgd0y16g,20 SUPER EFFECTIVE EXERCISES TO GET IN SHAPE IN TWO WEEKS,1460,2400,529969,57,11,0,10,0,3,5.181818181818182,1,1,0.4666666666666667
v=WS7N8oJQGfs,40 DELICIOUS KITCHEN HACKS THE WORLD NEEDS TO KNOW,1460,1020,2333915,50,9,0,8,0,2,5.555555555555555,1,1,1.0
v=L7zNcHAd6Uk,17 ASTOUNDING BODY FACTS YOU'LL WISH YOU'D KNOWN,1460,1020,288618,48,8,2,7,0,2,6.0,1,1,0.6
v=VPWlz96M_Mk,25 MIND-BLOWING IDEAS ON HOW TO ORGANIZE YOUR KITCHEN,1460,900,442832,53,9,1,8,0,4,5.888888888888889,1,1,0.0
v=xjz5NEANQIU,18 AWESOME HACKS FOR CLEAN FREAKS,1460,774,13933497,33,6,0,5,0,1,5.5,1,1,0.6833333333333333
v=H2xFUgLNrXg,25 WAYS TO PROTECT YOUR PRIVACY AND MONEY,1460,632,248694,41,8,0,7,0,3,5.125,1,1,0.0
v=6KU0E99RYv8,24 CRAZY BEAUTY HACKS,1460,900,2656138,21,4,0,3,0,0,5.25,1,1,-0.6
v=WlL9AuImEZA,26 AMAZING LIFE HACKS THAT'LL RAISE YOUR EYEBROWS,1460,1020,2294515,49,8,1,7,0,2,6.125,1,1,0.6000000000000001
v=nW80GZS-Iys,13 TOTALLY HELPFUL PARENTING TIPS,1460,1020,243244,33,5,0,4,0,0,6.6,1,1,0.0
v=T8iqXGs1790,20 CLOTHING HACKS THAT'LL MAKE YOU LOOK LIKE A MILLION DOLLARS,1460,1080,6919469,62,11,1,10,0,3,5.636363636363637,1,1,0.0
v=mKjQDybga60,25 AWESOME HACKS YOU'LL WISH YOU'D SEEN SOONER,1460,1260,11446290,46,8,2,7,0,2,5.75,1,1,1.0
v=zV8kKvd_0Aw,17 THINGS ALL HAPPY COUPLES DO,1460,960,9386507,30,6,0,5,0,2,5.0,1,1,0.8
v=seCkFg3LvTs,30 BEST SURVIVAL TIPS THAT MAY SAVE YOUR LIFE ONE DAY,1460,2100,109601,53,11,0,10,0,2,4.818181818181818,1,1,1.0
v=WDMwsCRmEoY,30 LIFE HACKS THAT'LL MAKE YOU SAY WOW!,1460,1380,1705473,39,8,2,7,0,2,4.875,1,1,0.125
v=Y2NEYPdVmIs,20 RANDOM FACTS THAT MAKE OUR LIFE A TOTAL FRAUD,1460,1200,1034446,48,10,0,9,0,3,4.8,1,1,-0.25
v=gZX3XI1f9WE,28 MOST AMAZING MAGIC TRICKS ANYONE CAN DO,1460,900,5367565,42,8,0,7,0,3,5.25,1,1,0.5333333333333333
v=RGu5L-OBG-w,40 SMART REPAIR TIPS TO MAKE YOUR LIFE EASIER,1460,900,13364907,45,9,0,8,0,2,5.0,1,1,0.2142857142857142
v=e_dhIpHGtL8,15 WAYS TO FIX YOUR SLEEPING PROBLEMS WITH SCIENCE,1460,900,2659529,50,9,0,8,0,3,5.555555555555555,1,1,0.0
v=_BaxCNXXd98,22 CUTE DIYs AND HACKS YOU MUST TRY RIGHT NOW,1460,900,6979101,45,10,0,8,0,3,4.5,1,1,0.3928571428571428
v=qoZs6CctNsA,18 TIPS FOR HEALTHY RELATIONSHIPS WITH YOUR PARENTS,1460,1080,6732322,51,8,0,7,0,3,6.375,1,1,0.5
v=loMT2xmSodA,40 GENIUS TRICKS THAT'LL MAKE EVERYONE'S LIFE MUCH EASIER,1460,960,11889655,57,9,2,8,0,1,6.333333333333333,1,1,0.2
v=RSFERdTtoHY,20 MIND-BLOWING HACKS AND CRAFTS WITH MAGNETS,1460,473,3045232,45,7,1,6,0,2,6.428571428571429,1,1,0.0
v=8hLLe5vCfSw,29 EFFECTIVE WORKOUTS FOR LAZY PEOPLE,1460,2640,583180,37,6,0,5,0,1,6.166666666666667,1,1,0.175
v=2gzqE0BWZt0,30 BRILLIANT AND EASY BATHROOM HACKS YOU DIDN'T KNOW ABOUT,1460,832,15698482,58,10,1,9,0,4,5.8,1,1,0.6666666666666667
v=cD8xS452IFc,100 BEST LIFE HACKS FOR WOMEN || TOP BEAUTY HACKS COMPILATION,1460,2640,1201854,61,11,2,9,0,1,5.545454545454546,1,1,0.75
v=P5qni1taC8o,19 HEALTH TIPS EVERY GIRL SHOULD KNOW,1460,900,537247,37,7,0,6,0,1,5.285714285714286,1,1,0.0
v=g4QMsWapl5U,"24 INGENIOUS WAYS TO USE CLIPS, ZIP TIES AND HOOKS",1460,706,334402,50,10,1,9,0,2,5.0,1,1,0.5
v=hU6bkyX5mng,33 ABSOLUTELY CRAZY HACKS YOU GOTTA SEE,1460,1020,1027701,39,7,0,6,0,1,5.571428571428571,1,1,-0.6
v=3cnzzghLnfs,18 MIND-BLOWING FACTS ABOUT SPACE,1460,1020,2476279,33,5,1,4,0,1,6.6,1,1,0.0
v=Es9OBSXpRoQ,25 LIFE-SAVING HACKS YOU MUST LEARN RIGHT NOW,1460,1020,692243,45,8,1,7,0,2,5.625,1,1,0.2857142857142857
v=BdGyb3vLe88,26 DESPERATE BUDGET HACKS TO ACTUALLY SAVE MONEY,1460,960,22506242,48,8,0,7,0,1,6.0,1,1,-0.3
v=ifMkzmSBExw,17 TIPS FOR NEW DRIVERS THAT YOU CAN'T LEARN IN A DRIVING SCHOOL,1460,744,1582215,64,13,1,12,0,5,4.923076923076923,1,1,0.1363636363636363
v=G_31LhIYmFI,25 SIMPLE TRICKS TO IMPRESS YOUR FRIENDS,1460,780,7592403,40,7,0,6,0,2,5.714285714285714,1,1,0.0
v=ksw9t_J4VW0,32 LIFE HACKS THAT'LL KNOCK YOUR SOCKS OFF,1460,1260,27284087,42,8,1,7,0,3,5.25,1,1,0.0
v=lok87ZAwXcw,18 EASIEST AND CUTEST CRAFTS FOR YOUR LOVED ONES,1460,960,3560330,48,9,0,8,0,3,5.333333333333333,1,1,0.7
v=Egjmby3wayQ,28 SECRETS THAT'LL TURN YOU INTO A CULINARY GOD,1460,1080,9115711,47,9,1,8,0,4,5.222222222222222,1,1,0.0
v=jkmrKcW3kjs,23 TRULY AMAZING CRAFTING HACKS YOU MUST TRY,1460,900,6170215,44,8,0,7,0,1,5.5,1,1,0.6000000000000001
v=bz_PvDVxg20,17 TIPS TO GET RID OF PAIN AND KEEP YOURSELF HEALTHY,1460,1320,53592,52,11,0,10,0,4,4.727272727272728,1,1,0.5
v=XGStmWWT9RI,20 WEIRD BEAUTY HACKS EVERY WOMAN SHOULD TRY RIGHT NOW,1460,900,23561494,54,10,0,9,0,2,5.4,1,1,-0.1071428571428571
v=3WZoqpAIJ8I,28 ALL-TIME BEST HOME IDEAS AND TIPS,1460,900,3947933,36,7,1,6,0,1,5.142857142857143,1,1,1.0
v=FxuEyDyoySo,13 HAPPY RELATIONSHIP RULES,1460,960,979019,27,4,0,3,0,0,6.75,1,1,0.8
v=loJJ8wtkou4,24 BACK TO SCHOOL STATIONERY CRAFTS AND DIYs,1460,770,4429209,44,8,0,6,0,2,5.5,1,1,0.0
v=pNhSbt__lf0,15 INDISPENSABLE TIPS FOR STORING YOUR BEAUTY ITEMS,1460,635,1832272,51,8,0,7,0,2,6.375,1,1,0.4
v=LpMp1u7SC44,20 PRODUCTS THAT BENEFIT YOUR BODY,1460,900,112571,34,6,0,5,0,2,5.666666666666667,1,1,0.0
v=-hqJBkXxE44,22 LAZY HOME CLEANING TRICKS,1460,679,765327,28,5,0,4,0,0,5.6,1,1,-0.25
v=7oiPKzdDA_M,22 BEAUTY SECRETS THAT ARE ACTUALLY GENIUS,1460,900,19574341,42,7,0,6,0,2,6.0,1,1,0.0
v=5tMi4XVUtTA,THE ULTIMATE GUIDE THAT MAY SAVE YOUR LIFE,1460,900,5266675,42,8,0,8,0,3,5.25,0,0,0.0
v=horVsCOxsPg,26 COOL NEW WAYS TO USE CANS AND BOTTLES,1460,1200,501208,40,9,0,8,0,2,4.444444444444445,1,1,0.2431818181818181
v=PTmFdfnevj0,21 FUNNY YET TRUE FACTS ABOUT MEN AND WOMEN EVERYONE CAN RELATE TO,1460,719,14365017,66,13,0,12,0,4,5.076923076923077,1,1,0.3
v=Y9tesI5aMkU,28 SAFETY TIPS THAT CAN SAVE YOUR LIFE,1460,733,3444281,38,8,0,7,0,3,4.75,1,1,0.0
v=t0gKtDjLUZM,32 CRAFTS TO TURN YOUR HOME INTO A NEST OF COMFORT,1460,2280,11517162,50,11,0,10,0,5,4.545454545454546,1,1,0.0
v=pFHA6SGG9eg,17 AMAZING FACTS YOU DIDN'T KNOW ABOUT SLEEP,1460,900,519496,44,8,1,7,0,3,5.5,1,1,0.6000000000000001
v=TMnJnNmssf0,14 WAYS TO UPGRADE THE UGLIEST PARTS OF YOUR HOME,1460,900,313374,49,10,0,9,0,4,4.9,1,1,0.0
v=NFu9oQZ8v3c,22 WEIRD YET SMART HACKS AND CRAFTS FOR YOUR APARTMENT,1460,681,1987581,54,10,0,9,0,3,5.4,1,1,-0.1428571428571428
v=Mx7XXXqaHXI,16 UNKNOWN PROPERTIES OF OUR FAVOURITE DRINKS,1460,1140,76438,45,7,0,6,0,2,6.428571428571429,1,1,-0.1
v=NUBa7-AnV94,ULTIMATE 5-MINUTE BEAUTY TIPS COMPILATION || TOP-100 BEAUTY TRICKS,1460,2760,1582077,66,9,4,8,0,0,7.333333333333333,1,0,0.0
v=Zb0xvjehPtA,31 KITCHEN SECRETS THAT WILL MAKE YOU LOVE COOKING,1460,960,10806353,50,9,0,8,0,3,5.555555555555555,1,1,0.5
v=Pfa_oVRqhAk,11 FACTS ABOUT OUR PARENTS' LOVE,1460,960,52001,32,6,1,5,0,2,5.333333333333333,1,1,0.5
v=nzclK7KZ8yo,18 PRICELESS TRICKS TO FINALLY ORGANIZE YOUR CLOSET,1460,498,734071,51,8,0,7,0,2,6.375,1,1,0.5
v=us_eiERbo5c,30 SIMPLE TRICKS TO AMAZE YOUR FRIENDS,1460,900,1770073,38,7,0,6,0,2,5.428571428571429,1,1,0.0
v=3R3qo8VoWTs,14 EASY WORKOUTS THAT REPLACE HOURS IN THE GYM,1460,1260,140227,46,9,0,8,0,3,5.111111111111111,1,1,0.4333333333333333
v=DIBfoMoccB8,10 CUTEST SOCK CRAFTS AND HACKS,1460,280,267427,31,6,0,5,0,1,5.166666666666667,1,1,0.0
v=3WRYsG5WcUA,27 VIRAL HACKS THAT'LL SAVE YOU A TON OF TIME AND MONEY,1460,1080,12670939,55,12,1,11,0,5,4.583333333333333,1,1,0.0
v=svqTZTWfBJ8,11 TIPS ON HOW TO BECOME PERFECTLY HAPPY,1460,1260,174476,40,8,0,7,0,3,5.0,1,1,0.8
v=DI0xbG86kV8,10 LIFE-SAVING IDEAS FOR YOUR CAR,1460,900,1741052,33,6,1,5,0,2,5.5,1,1,0.0
v=RD8HfSfNsLI,33 ALL-TIME BEST DIY COMPILATION,1460,2580,2406537,32,5,1,4,0,0,6.4,1,1,1.0
v=CM6dUlsUDP4,11 REASONS TO BREAK UP WITH YOUR PHONE AND TABLET,1460,900,167548,49,10,0,9,0,5,4.9,1,1,0.0
v=sWR7H6cvmuQ,27 ABSOLUTELY INVALUABLE HACKS FEW PEOPLE NOW ABOUT,1460,960,1143257,51,8,0,7,0,3,6.375,1,1,0.0
v=E12xxF-M7KE,22 MUST-KNOW SURVIVAL LIFE HACKS,1460,900,5529941,32,5,1,4,0,0,6.4,1,1,0.0
v=BxsVTj0EjmA,15 PERSONAL HYGIENE RULES WE BREAK EVERY DAY,1460,1200,1074547,44,8,0,7,0,1,5.5,1,1,0.0
v=3BNtgWzTZF4,45 PROFESSIONAL CHEF'S HACKS FOR YOUR KITCHEN,1460,1020,500804,45,7,1,6,0,2,6.428571428571429,1,1,0.1
v=5S5H_fucvz4,26 INGENIOUS GLUE GUN DIYs AND LIFE HACKS,1460,1020,2179032,41,8,0,6,0,1,5.125,1,1,0.5
v=l0vs37ilnho,13 PARENTAL RULES WHICH TURN KIDS INTO GENIUSES,1460,1020,2050286,47,8,0,7,0,2,5.875,1,1,0.0
v=KdpQhXqsHho,15 CLEVER HIDING PLACES IN YOUR HOUSE,1460,396,648077,37,7,0,6,0,2,5.285714285714286,1,1,0.1666666666666666
